ligand_target,ligand_mol_index,target_score,best_offtarget_score,selectivity_margin,target_rank,target_is_best,ligand_risk,ligand_qed,dock_pose_pass,mol_pred,mol_cond
IPMK,63,-5.138,-7.165,-2.027,12,False,0.0913777862888166,0.5411773511885329,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5w2g_A_rec_5w2i_adp_lig_tt_min_0_pocket10_5w2g_A_rec_5w2i_adp_lig_tt_min_0__m063.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/IPMK_HUMAN_49_416_0/5w2g_A_rec_5w2i_adp_lig_tt_min_0_pocket10.pdb
IPMK,90,-6.279,-8.596,-2.317,12,False,0.1524506365162369,0.6808027723709617,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5w2g_A_rec_5w2i_adp_lig_tt_min_0_pocket10_5w2g_A_rec_5w2i_adp_lig_tt_min_0__m090.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/IPMK_HUMAN_49_416_0/5w2g_A_rec_5w2i_adp_lig_tt_min_0_pocket10.pdb
KS6A3,9,-8.402,-8.823,-0.42100000000000115,3,False,0.0094760439859302,0.6516550014580036,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10_3g51_A_rec_3g51_anp_lig_tt_min_0__m009.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/KS6A3_HUMAN_41_357_0/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10.pdb
KS6A3,13,-10.625,-10.683,-0.05799999999999983,2,False,0.0631312807491686,0.4575171005301279,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10_3g51_A_rec_3g51_anp_lig_tt_min_0__m013.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/KS6A3_HUMAN_41_357_0/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10.pdb
KS6A3,24,-9.037,-8.627,0.41000000000000014,1,True,0.0377700632355096,0.5401992864748475,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10_3g51_A_rec_3g51_anp_lig_tt_min_0__m024.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/KS6A3_HUMAN_41_357_0/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10.pdb
KS6A3,33,-8.383,-9.62,-1.237,3,False,0.0641420667453964,0.4725490533351685,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10_3g51_A_rec_3g51_anp_lig_tt_min_0__m033.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/KS6A3_HUMAN_41_357_0/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10.pdb
KS6A3,55,-10.135,-10.46,-0.32500000000000107,2,False,0.1682870801722511,0.6042326007685472,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10_3g51_A_rec_3g51_anp_lig_tt_min_0__m055.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/KS6A3_HUMAN_41_357_0/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10.pdb
KS6A3,87,-10.731,-11.042,-0.31099999999999994,2,False,0.0960227205060088,0.5844005035329317,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10_3g51_A_rec_3g51_anp_lig_tt_min_0__m087.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/KS6A3_HUMAN_41_357_0/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10.pdb
KS6A3,94,-9.876,-9.961,-0.08500000000000085,2,False,0.1936594185629837,0.9424336889905008,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10_3g51_A_rec_3g51_anp_lig_tt_min_0__m094.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/KS6A3_HUMAN_41_357_0/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10.pdb
KS6A3,97,-8.861,-9.473,-0.6120000000000001,3,False,0.0915466845168111,0.6107151740935005,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10_3g51_A_rec_3g51_anp_lig_tt_min_0__m097.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/KS6A3_HUMAN_41_357_0/3g51_A_rec_3g51_anp_lig_tt_min_0_pocket10.pdb
M3K14,35,-7.998,-8.957,-0.9590000000000005,5,False,0.1026578787505268,0.4711278461699218,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10_4g3d_B_rec_4idv_13v_lig_tt_min_0__m035.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/M3K14_HUMAN_321_678_0/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10.pdb
M3K14,39,-8.196,-10.185,-1.9890000000000008,7,False,0.2494218981210433,0.4681772276416095,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10_4g3d_B_rec_4idv_13v_lig_tt_min_0__m039.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/M3K14_HUMAN_321_678_0/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10.pdb
M3K14,52,-7.528,-8.565,-1.037,6,False,0.1298872646230606,0.2165387532547777,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10_4g3d_B_rec_4idv_13v_lig_tt_min_0__m052.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/M3K14_HUMAN_321_678_0/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10.pdb
M3K14,53,-8.078,-9.393,-1.3150000000000013,5,False,0.2349577191603074,0.3237085270454967,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10_4g3d_B_rec_4idv_13v_lig_tt_min_0__m053.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/M3K14_HUMAN_321_678_0/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10.pdb
M3K14,54,-9.563,-12.924,-3.360999999999999,10,False,0.1484781049691575,0.3785707349886509,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10_4g3d_B_rec_4idv_13v_lig_tt_min_0__m054.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/M3K14_HUMAN_321_678_0/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10.pdb
M3K14,57,-9.349,-11.301,-1.952,8,False,0.0398999635049351,0.8051184452584335,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10_4g3d_B_rec_4idv_13v_lig_tt_min_0__m057.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/M3K14_HUMAN_321_678_0/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10.pdb
M3K14,66,-7.686,-8.312,-0.6259999999999994,5,False,0.2499220969432579,0.7951760973216314,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10_4g3d_B_rec_4idv_13v_lig_tt_min_0__m066.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/M3K14_HUMAN_321_678_0/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10.pdb
M3K14,97,-7.168,-10.07,-2.902,12,False,0.2616399742219912,0.5663872479441951,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10_4g3d_B_rec_4idv_13v_lig_tt_min_0__m097.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/M3K14_HUMAN_321_678_0/4g3d_B_rec_4idv_13v_lig_tt_min_0_pocket10.pdb
PAK4,4,-5.802,-7.035,-1.2330000000000005,10,False,0.0323226182834021,0.7359603526077809,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10_5i0b_A_rec_5vef_m77_lig_tt_min_0__m004.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAK4_HUMAN_291_591_ATP_0/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10.pdb
PAK4,8,-6.39,-8.2,-1.8099999999999996,10,False,0.14195257861292,0.741315224108568,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10_5i0b_A_rec_5vef_m77_lig_tt_min_0__m008.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAK4_HUMAN_291_591_ATP_0/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10.pdb
PAK4,27,-7.906,-8.988,-1.0819999999999999,7,False,0.0470473908311035,0.7302694986778849,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10_5i0b_A_rec_5vef_m77_lig_tt_min_0__m027.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAK4_HUMAN_291_591_ATP_0/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10.pdb
PAK4,34,-7.36,-8.818,-1.4579999999999993,9,False,0.0124873229168899,0.7789002371281123,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10_5i0b_A_rec_5vef_m77_lig_tt_min_0__m034.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAK4_HUMAN_291_591_ATP_0/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10.pdb
PAK4,38,-9.506,-10.293,-0.786999999999999,4,False,0.0886402447822691,0.8554424816112561,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10_5i0b_A_rec_5vef_m77_lig_tt_min_0__m038.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAK4_HUMAN_291_591_ATP_0/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10.pdb
PAK4,50,-6.222,-7.147,-0.9249999999999998,10,False,0.0124345165602995,0.8864779978484596,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10_5i0b_A_rec_5vef_m77_lig_tt_min_0__m050.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAK4_HUMAN_291_591_ATP_0/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10.pdb
PAK4,91,-7.91,-9.316,-1.4060000000000006,5,False,0.1193968054443789,0.8878649382041772,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10_5i0b_A_rec_5vef_m77_lig_tt_min_0__m091.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAK4_HUMAN_291_591_ATP_0/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10.pdb
PAK4,92,-7.586,-9.36,-1.7739999999999991,8,False,0.0826589172925287,0.7423483429042584,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10_5i0b_A_rec_5vef_m77_lig_tt_min_0__m092.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PAK4_HUMAN_291_591_ATP_0/5i0b_A_rec_5vef_m77_lig_tt_min_0_pocket10.pdb
PHKG1,25,-6.258,-6.832,-0.5739999999999998,4,False,0.0760543636610894,0.4353918497246447,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10_1phk_A_rec_1phk_atp_lig_tt_min_0__m025.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb
PHKG1,40,-12.958,-11.153,1.8049999999999997,1,True,0.0119175762338877,0.5409614339059611,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10_1phk_A_rec_1phk_atp_lig_tt_min_0__m040.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb
PHKG1,41,-8.484,-9.445,-0.9610000000000003,3,False,0.0844141963301877,0.525822914001302,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10_1phk_A_rec_1phk_atp_lig_tt_min_0__m041.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb
PHKG1,71,-11.786,-10.721,1.0649999999999995,1,True,0.0639972621660259,0.6954056252537869,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10_1phk_A_rec_1phk_atp_lig_tt_min_0__m071.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb
PHKG1,82,-10.215,-9.824,0.391,1,True,0.0121352181490194,0.4936075245061294,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10_1phk_A_rec_1phk_atp_lig_tt_min_0__m082.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb
PHKG1,89,-10.481,-10.365,0.11599999999999966,1,True,0.0150116952591505,0.3974087277729627,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10_1phk_A_rec_1phk_atp_lig_tt_min_0__m089.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb
PHKG1,93,-9.877,-10.876,-0.9989999999999988,3,False,0.1352323242089504,0.4849200306481846,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10_1phk_A_rec_1phk_atp_lig_tt_min_0__m093.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb
PHKG1,94,-7.624,-8.296,-0.6719999999999997,4,False,0.0520943154336523,0.4357262876912215,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10_1phk_A_rec_1phk_atp_lig_tt_min_0__m094.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb
TBK1,31,-7.048,-8.139,-1.0909999999999993,8,False,0.0073151054717119,0.7991537703802739,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10_4iwq_A_rec_4jlc_su6_lig_tt_min_0__m031.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb
TBK1,48,-8.708,-10.639,-1.9309999999999992,8,False,0.050578103803363,0.8304593441107053,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10_4iwq_A_rec_4jlc_su6_lig_tt_min_0__m048.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb
TBK1,49,-9.111,-9.784,-0.673,4,False,0.0059123148308319,0.8197330119409836,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10_4iwq_A_rec_4jlc_su6_lig_tt_min_0__m049.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb
TBK1,50,-9.02,-11.657,-2.6370000000000005,9,False,0.0257134240395152,0.8785127732607951,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10_4iwq_A_rec_4jlc_su6_lig_tt_min_0__m050.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb
TBK1,68,-7.104,-8.072,-0.9679999999999991,5,False,0.0204479686104599,0.8190735662577467,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10_4iwq_A_rec_4jlc_su6_lig_tt_min_0__m068.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb
TBK1,75,-7.399,-8.773,-1.3739999999999997,6,False,0.0039544808433074,0.8055754414477876,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10_4iwq_A_rec_4jlc_su6_lig_tt_min_0__m075.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb
TBK1,80,-7.381,-8.999,-1.6180000000000003,9,False,0.0247595515716832,0.8229000277100408,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10_4iwq_A_rec_4jlc_su6_lig_tt_min_0__m080.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb
TBK1,89,-9.196,-10.277,-1.0809999999999995,4,False,0.0608786588744061,0.8217065200544887,True,results/posebusters_dockfast_selection/extracted/fullatom_cond/pb_rc_select/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10_4iwq_A_rec_4jlc_su6_lig_tt_min_0__m089.sdf,data/raw/if3-crossdocked2020/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb
