targets,covered_targets,coverage,dock_fast,failure,risk_gt_0_5,qed,mode,threshold,setting,seed,policy
100,100,1.0,1.0,0.0,0.0,0.596260410956774,selective_alpha10,4.81750675131108,Pocket2Mol_to_DiffSBDD,20260526,constrained_lambdamart
100,100,1.0,1.0,0.0,0.24,0.5739727737105593,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260526,pb_xgbrank
100,84,0.84,1.0,0.0,0.25,0.56672230728142,selective_alpha10,2.7645769119262695,Pocket2Mol_to_DiffSBDD,20260526,pb_xgbrank
100,100,1.0,1.0,0.0,0.0,0.5717585839131879,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260526,constrained_xgbrank
100,84,0.84,1.0,0.0,0.0,0.5715260803053962,selective_alpha10,2.7645769119262695,Pocket2Mol_to_DiffSBDD,20260526,constrained_xgbrank
100,100,1.0,1.0,0.0,0.0,0.5160224273645745,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260527,pb_rc
100,100,1.0,1.0,0.0,0.0,0.5160224273645745,selective_alpha10,0.00692539635166578,Pocket2Mol_to_DiffSBDD,20260527,pb_rc
100,100,1.0,0.97,0.030000000000000027,0.44,0.633998086532753,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260527,pb_lambdamart
100,100,1.0,0.97,0.030000000000000027,0.44,0.633998086532753,selective_alpha10,2.752089115996805,Pocket2Mol_to_DiffSBDD,20260527,pb_lambdamart
100,100,1.0,1.0,0.0,0.0,0.6057362406995843,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260527,constrained_lambdamart
100,100,1.0,1.0,0.0,0.0,0.6057362406995843,selective_alpha10,2.752089115996805,Pocket2Mol_to_DiffSBDD,20260527,constrained_lambdamart
100,100,1.0,1.0,0.0,0.26,0.5914861206354799,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260527,pb_xgbrank
100,100,1.0,1.0,0.0,0.26,0.5914861206354799,selective_alpha10,1.9872312545776367,Pocket2Mol_to_DiffSBDD,20260527,pb_xgbrank
100,100,1.0,1.0,0.0,0.0,0.5907641765968502,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260527,constrained_xgbrank
100,100,1.0,1.0,0.0,0.0,0.5907641765968502,selective_alpha10,1.9872312545776367,Pocket2Mol_to_DiffSBDD,20260527,constrained_xgbrank
100,100,1.0,1.0,0.0,0.0,0.5160224273645745,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260528,pb_rc
100,100,1.0,1.0,0.0,0.0,0.5160224273645745,selective_alpha10,0.5234314045485629,Pocket2Mol_to_DiffSBDD,20260528,pb_rc
100,100,1.0,0.99,0.010000000000000009,0.15,0.35945906249548676,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260528,pb_lambdamart
100,98,0.98,0.9897959183673469,0.010204081632653073,0.14285714285714285,0.35123709109284684,selective_alpha10,5.292334017623441,Pocket2Mol_to_DiffSBDD,20260528,pb_lambdamart
100,100,1.0,1.0,0.0,0.0,0.3707098181639126,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260528,constrained_lambdamart
100,97,0.97,1.0,0.0,0.0,0.3649057902226645,selective_alpha10,4.969809974326597,Pocket2Mol_to_DiffSBDD,20260528,constrained_lambdamart
100,100,1.0,0.99,0.010000000000000009,0.12,0.4802026355592086,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260528,pb_xgbrank
