targets,covered_targets,coverage,dock_fast,failure,risk_gt_0_5,qed,mode,threshold,setting,seed,policy
100,99,0.99,0.98989898989899,0.010101010101010055,0.12121212121212122,0.4811389791341149,selective_alpha10,2.9080331325531006,Pocket2Mol_to_DiffSBDD,20260528,pb_xgbrank
100,100,1.0,1.0,0.0,0.0,0.48203087147745305,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260528,constrained_xgbrank
100,98,0.98,1.0,0.0,0.0,0.48054365414077643,selective_alpha10,2.839090347290039,Pocket2Mol_to_DiffSBDD,20260528,constrained_xgbrank
100,100,1.0,1.0,0.0,0.0,0.5160224273645745,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260529,pb_rc
100,100,1.0,1.0,0.0,0.0,0.5160224273645745,selective_alpha10,0.00692539635166578,Pocket2Mol_to_DiffSBDD,20260529,pb_rc
100,100,1.0,0.99,0.010000000000000009,0.13,0.3430925116166085,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260529,pb_lambdamart
100,100,1.0,0.99,0.010000000000000009,0.13,0.3430925116166085,selective_alpha10,4.128022338202051,Pocket2Mol_to_DiffSBDD,20260529,pb_lambdamart
100,100,1.0,0.99,0.010000000000000009,0.0,0.336606848552474,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260529,constrained_lambdamart
100,100,1.0,0.99,0.010000000000000009,0.0,0.336606848552474,selective_alpha10,4.128022338202051,Pocket2Mol_to_DiffSBDD,20260529,constrained_lambdamart
100,100,1.0,0.99,0.010000000000000009,0.17,0.5768007920704555,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260529,pb_xgbrank
100,100,1.0,0.99,0.010000000000000009,0.17,0.5768007920704555,selective_alpha10,2.078580617904663,Pocket2Mol_to_DiffSBDD,20260529,pb_xgbrank
100,100,1.0,1.0,0.0,0.0,0.5905884967181337,fixed_top1,,Pocket2Mol_to_DiffSBDD,20260529,constrained_xgbrank
100,100,1.0,1.0,0.0,0.0,0.5905884967181337,selective_alpha10,2.078580617904663,Pocket2Mol_to_DiffSBDD,20260529,constrained_xgbrank
