policy,attempted,scored,failures,vina_mean,vina_median,vina_p25,vina_p75,risk_mean,risk_gt_0_5,qed_mean,dock_pose_pass
pb_qed,100,100,0,-9.24852,-9.1935,-10.62225,-8.113999999999999,0.11047429885007025,0.04,0.8150411934344817,0.99
pb_rc_select,100,100,0,-9.25947,-9.302499999999998,-10.676499999999999,-8.102250000000002,0.0650504928242294,0.0,0.8113562808510427,1.0
