policy,attempted,scored,failures,vina_mean,vina_median,vina_p25,vina_p75,risk_mean,risk_gt_0_5,qed_mean,dock_pose_pass
pb_qed,50,50,0,-8.0278,-8.033999999999999,-8.977,-6.78325,0.061693665582693964,0.0,0.7913915701171718,1.0
pb_qed_minus_risk,50,50,0,-7.97866,-7.911,-9.00625,-6.8100000000000005,0.054402038297900725,0.0,0.7901166895407308,1.0
pb_rc_select,50,50,0,-7.883920000000001,-7.8454999999999995,-8.9615,-6.771,0.05364013082414881,0.0,0.7850505705556239,1.0
qed,50,50,0,-8.013620000000001,-7.9185,-9.0145,-6.7785,0.06324266350951875,0.0,0.7929170485205027,0.96
qed_minus_risk,50,50,0,-7.9675400000000005,-7.932499999999999,-8.9775,-6.72875,0.05595103622472553,0.0,0.7916421679440617,0.96
rc_select,50,50,0,-8.000200000000001,-8.05,-9.022,-6.7705,0.052550559595425296,0.0,0.7890475384135298,0.94
