heldout_source,method,calib_targets,test_n_mean,test_n_std,failure_rate_mean,failure_rate_std,mean_pred_failure_mean,mean_pred_failure_std,ece_mean,ece_std,brier_mean,brier_std,auroc_mean,auroc_std,auprc_mean,auprc_std
DiffSBDD-PB,logo_isotonic,20,80.0,0.0,0.00875,0.0058770293247703415,0.004843076572183596,6.749085526432473e-05,0.006818530374052287,0.001322093240714461,0.008702291801203393,0.005827839764047026,0.39918625678119346,0.007637129520827587,0.012635623869801086,5.745831006349361e-05
DiffSBDD-PB,logo_platt,0,100.0,,0.01,,0.003985873681843403,,0.006014126318156597,,0.009950319880281902,,0.18181818181818177,,0.012195121951219513,
DiffSBDD-PB,logo_platt,5,95.0,0.0,0.007894736842105263,0.004676438508624413,0.003982627713362741,3.640615863827813e-05,0.005901673081223331,0.0011393973661100387,0.007859200414793942,0.004644924656299283,0.18085106382978725,0.011372818804784034,0.012822719292480193,0.00017251883320887533
DiffSBDD-PB,logo_platt,10,90.0,0.0,0.009444444444444445,0.004070528317028037,0.0039852614373710885,3.75081361829487e-05,0.006661597448230855,0.0011442448516577023,0.009398512769864099,0.004042959543374973,0.1810971579643093,0.013693555423067208,0.013538487382585944,0.00022260889001487298
DiffSBDD-PB,logo_platt,20,80.0,0.0,0.00875,0.0058770293247703415,0.003995129124945424,5.211400633859884e-05,0.007150151570103619,0.0021217544602678546,0.008708957365848983,0.005837509225137739,0.17902350813743215,0.017802806238170696,0.015190850633124559,0.0003262508538053638
DiffSBDD-PB,raw_risk,0,100.0,,0.01,,0.019523643720555796,,0.009523643720555799,,0.01111442159488121,,0.18181818181818177,,0.012195121951219513,
DiffSBDD-PB,raw_risk,5,95.0,0.0,0.007894736842105263,0.004676438508624413,0.01945263754572482,0.0008010530549553113,0.011557900703619558,0.0046550546889377094,0.009008320240798012,0.004660012341025639,0.18085106382978725,0.011372818804784034,0.012822719292480193,0.00017251883320887533
DiffSBDD-PB,raw_risk,10,90.0,0.0,0.009444444444444445,0.004070528317028037,0.019481821304506427,0.0007483386611567119,0.010037376860061984,0.0043301308267983665,0.01056330471223171,0.004026378545414376,0.1810971579643093,0.013693555423067208,0.013538487382585944,0.00022260889001487298
DiffSBDD-PB,raw_risk,20,80.0,0.0,0.00875,0.0058770293247703415,0.01960628575947823,0.0010869879716042595,0.01085628575947823,0.006013423038869496,0.009906185118360777,0.0058709041230726325,0.17902350813743215,0.017802806238170696,0.015190850633124559,0.0003262508538053638
DiffSBDD-PB,shrinkage_beta,5,95.0,0.0,0.007894736842105263,0.004676438508624413,0.0075466676160262074,0.00032065542217130056,0.0043847948526092315,0.0021862185373082784,0.007816609787667805,0.004588147383015011,0.8191489361702128,0.011372818804784001,0.05575736727439514,0.0036542868451352817
