heldout_source,method,calib_targets,test_n_mean,test_n_std,failure_rate_mean,failure_rate_std,mean_pred_failure_mean,mean_pred_failure_std,ece_mean,ece_std,brier_mean,brier_std,auroc_mean,auroc_std,auprc_mean,auprc_std
MolPilot-framefix,raw_risk,0,1200.0,,0.9716666666666667,,0.9894689951295218,,0.017802328462855233,,0.014180466692555444,,0.9996468570275452,,0.9999897050135131,
MolPilot-framefix,raw_risk,5,1080.0,0.0,0.9705555555555556,0.004489653468140297,0.989538237828145,0.002603183524084869,0.018982682272589486,0.002016911208668433,0.01522792206360134,0.001420558903900968,0.9996479389892736,8.438565354289866e-05,0.9999892483415265,3.317209659148264e-06
MolPilot-framefix,raw_risk,10,960.0,0.0,0.9724999999999999,0.00837950173833243,0.9901230604455857,0.0032166156980309793,0.0176626803514288,0.005993791136212923,0.01409388594390899,0.005089189001474558,0.9997477188199296,0.0002325283811451526,0.9999926352013595,6.012081541651367e-06
MolPilot-framefix,raw_risk,20,720.0,0.0,0.9747222222222222,0.015683446928037928,0.9908936994098948,0.0053347882674292324,0.016317422341285436,0.011488683770270179,0.012941045637811038,0.009714821106567708,0.9997699153474608,0.00034859125465769774,0.9999912427578351,1.2333405124451778e-05
MolPilot-framefix,target_adapted_isotonic,0,1200.0,,0.9716666666666667,,0.8740576265149896,,0.11359894600700116,,0.03055131458771453,,0.9967208152557764,,0.9998185525047462,
MolPilot-framefix,target_adapted_isotonic,5,1080.0,0.0,0.9705555555555556,0.004489653468140297,0.8865595432815521,0.007419242874637714,0.10126827115590091,0.005638902471027634,0.028879571127710092,0.002936573347651578,0.9964277161605178,0.0004892474849272124,0.9997962047740273,2.5437457450166794e-05
MolPilot-framefix,target_adapted_isotonic,10,960.0,0.0,0.9724999999999999,0.00837950173833243,0.9027771940316965,0.005852436595001364,0.08735248905846339,0.005281152751426563,0.02385311959716941,0.0021625490270748295,0.9983902367335764,0.002067898755338018,0.9999159189111493,0.00010434975030014081
MolPilot-framefix,target_adapted_isotonic,20,720.0,0.0,0.9747222222222222,0.015683446928037928,0.9092574414804993,0.013025048890894331,0.08177093616913891,0.010827105688845956,0.023527016716687103,0.0043840556173868955,0.9995147986584823,0.0007047737120031772,0.999971353032237,4.0341033226200754e-05
Pocket2Mol,leave_generator_out_isotonic,0,1272.0,,0.11635220125786164,,0.3882091025589783,,0.2772619827502945,,0.14365214083209557,,0.8751442723862652,,0.6418473624552838,
Pocket2Mol,leave_generator_out_isotonic,5,1152.0,0.0,0.11961805555555556,0.004067426710834628,0.3899318816413926,0.0041571775479070355,0.2791246831622696,0.00771079455506651,0.14340688231195095,0.0033063619197749214,0.8782265879247338,0.009990588101871128,0.6627267623299289,0.03214929850785386
Pocket2Mol,leave_generator_out_isotonic,10,1032.0,0.0,0.11375968992248062,0.0112373395938318,0.3865923872146892,0.00501547617977921,0.28028449458314314,0.008486712218190579,0.1427088810394361,0.003821473385635192,0.8790894713589648,0.014653813241284227,0.6445056885942254,0.04938525268360952
Pocket2Mol,leave_generator_out_isotonic,20,792.0,0.0,0.10744949494949493,0.023247033965518017,0.3826164218131749,0.012585621775912477,0.28709963662184396,0.00973838952158608,0.1438091407554765,0.0037707499623908835,0.8639346401366896,0.03315167275218985,0.586833693462175,0.1248339159439413
Pocket2Mol,raw_risk,0,1272.0,,0.11635220125786164,,0.3410095341255507,,0.22465733286768902,,0.16172682857047388,,0.8741584110801193,,0.6574010840219472,
Pocket2Mol,raw_risk,5,1152.0,0.0,0.11961805555555556,0.004067426710834628,0.34440531727415824,0.009795888765227469,0.2247872617186027,0.007926946964454881,0.16229265948326638,0.009072703213115825,0.8774964951387751,0.010621208468784994,0.6798333286475751,0.036431781000110006
Pocket2Mol,raw_risk,10,1032.0,0.0,0.11375968992248062,0.0112373395938318,0.3377222580319149,0.013117859537595642,0.22396256810943432,0.010364550110130967,0.15896022468114288,0.011326671030651183,0.8773653455406732,0.016205882463114857,0.6607134795733082,0.052987596209333944
Pocket2Mol,raw_risk,20,792.0,0.0,0.10744949494949493,0.023247033965518017,0.33124943842463955,0.02919966814116105,0.22379994347514462,0.018838643557823036,0.15576792471592465,0.013083186711525316,0.8598741286956276,0.035082569168219946,0.5996498051599508,0.1371725066438152
Pocket2Mol,target_adapted_isotonic,0,1272.0,,0.11635220125786164,,0.3882091025589783,,0.2772619827502945,,0.14365214083209557,,0.8751442723862652,,0.6418473624552838,
Pocket2Mol,target_adapted_isotonic,5,1152.0,0.0,0.11961805555555556,0.004067426710834628,0.38803173135183344,0.004325306971120805,0.27668228866321887,0.0068082076611879535,0.14236170766485584,0.0031737046034424773,0.8782481118907111,0.009924009720691374,0.6611722122505383,0.029104329336782087
Pocket2Mol,target_adapted_isotonic,10,1032.0,0.0,0.11375968992248062,0.0112373395938318,0.38312101744578103,0.004715119688690562,0.27638102569143286,0.008191996279971405,0.14066526020755207,0.0036368830275301943,0.8791072780947952,0.014642706398852274,0.6435023627715035,0.04831440472281031
Pocket2Mol,target_adapted_isotonic,20,792.0,0.0,0.10744949494949493,0.023247033965518017,0.37566117912719105,0.01250479885083157,0.27986624961489703,0.010517309375783357,0.13994798925080218,0.0037805919091591462,0.863942429038338,0.033225690483662994,0.5847453108808363,0.12437436560952783
PocketFlow,leave_generator_out_isotonic,0,2400.0,,0.19916666666666666,,0.397831912657619,,0.20291901619487096,,0.1906415692702794,,0.6364926702049382,,0.33647602742860233,
PocketFlow,leave_generator_out_isotonic,5,2280.0,0.0,0.19850877192982458,0.0028212965282056034,0.3980605412429227,0.0011606792523441282,0.20382156253704203,0.002583113374257938,0.19049725516854574,0.0008526547463444806,0.6373112739385164,0.006755973636651948,0.33747384391579194,0.007144602951576671
