source,policy,n,targets,unique_smiles,solved_rate,top_score_mean,route_steps_mean,route_steps_median,precursors_in_stock_mean,precursors_total_mean,search_time_mean,risk_mean,risk_gt_0_5,qed_mean,dock_pose_pass
MolPilot-CrossDock-T50-FrameRestored,pb_qed,50,50,50,0.2,0.7713302794339999,4.24,5.0,3.04,3.88,18.509689841262,0.9958186979667768,1.0,0.7230060403310812,0.04
MolPilot-CrossDock-T50-FrameRestored,pb_rc_select,50,50,50,0.2,0.7713302794339999,4.24,5.0,3.04,3.88,18.509689841262,0.9958186979667768,1.0,0.7230060403310812,0.04
