source,policy,attempted,scored,success_rate,cnnscore_mean,cnnaffinity_mean,affinity_mean,dock_pose_pass,risk_gt_0_5,qed_mean
MolCRAFT-CrossDock-T50,pb_qed,50,50,1.0,0.6782163999999998,5.4741046,-7.4723929999999985,1.0,0.0,0.7913915701171718
MolCRAFT-CrossDock-T50,pb_qed_minus_risk,50,50,1.0,0.683528,5.484363800000001,-7.468889000000001,1.0,0.0,0.7901166895407308
MolCRAFT-CrossDock-T50,pb_rc_select,50,50,1.0,0.6750408,5.4193038,-7.381345199999999,1.0,0.0,0.7850505705556239
MolCRAFT-CrossDock-T50,qed,50,50,1.0,0.679066,5.4696302,-7.457217399999998,0.96,0.0,0.7929170485205026
MolCRAFT-CrossDock-T50,qed_minus_risk,50,50,1.0,0.6843775999999999,5.479889399999999,-7.453713399999999,0.96,0.0,0.7916421679440617
MolCRAFT-CrossDock-T50,rc_select,50,50,1.0,0.6674316,5.439976799999999,-7.435044399999999,0.94,0.0,0.7890475384135297
