source,policy,n,targets,before_dock_fast,after_molfast,after_protein_pass,after_dock_fast,redock_rmsd_mean,redock_rmsd_median,cnnscore_mean,cnnaffinity_mean
BindingMOAD_holdout100,pb_qed,400,100,0.2625,1.0,0.26,0.26,0.7448909703919466,0.6347258017429132,0.6510336422924999,4.09238411784225
BindingMOAD_holdout100,pb_rc_select,400,100,0.36,1.0,0.3525,0.3525,0.7041422738798175,0.6130526927847726,0.65808477163275,3.994296750124
