policy,n,targets,risk_mean,risk_gt_0_5,qed_mean,molfast_core_pass,protein_pass,dock_pose_pass,intramol_pass
pb_qed,400,100,0.13370595719992714,0.0775,0.6857413972402887,1.0,0.995,0.995,1.0
pb_qed_minus_risk,400,100,0.05218310483370489,0.0025,0.658925386689672,1.0,1.0,1.0,1.0
pb_rc_select,400,100,0.06837521196847887,0.0,0.6654482701873026,1.0,0.9975,0.9975,1.0
qed,400,100,0.1439929063019157,0.095,0.7031564377088858,0.8425,0.99,0.8375,0.8425
qed_minus_risk,400,100,0.05121462870441199,0.0025,0.6749698090541767,0.8475,1.0,0.8475,0.8475
rc_select,400,100,0.06703573679073965,0.0,0.681185998718705,0.855,1.0,0.855,0.855
