source,policy,n,targets,before_dock_fast,after_molfast,after_protein_pass,after_dock_fast,redock_rmsd_mean,redock_rmsd_median,cnnscore_mean,cnnaffinity_mean
BindingMOAD_holdout100,pb_qed,100,100,0.22,1.0,0.21,0.21,0.8539009086538129,0.8012269176554552,0.651149661245,4.251232473849
BindingMOAD_holdout100,pb_rc_select,100,100,0.24,1.0,0.24,0.24,0.828872396148857,0.7472328165315649,0.6533433437340002,4.230397515290999
